filename,path,width,height,class,xmin,ymin,xmax,ymax
12217.jpg,UECFOOD256/90/12217.jpg,330,248,pork miso soup,66,30,299,186
313458.jpg,UECFOOD256/228/313458.jpg,500,500,ayam goreng,31,41,475,468
255231.jpg,UECFOOD256/240/255231.jpg,500,375,bak kut teh,25,39,481,350
14547.jpg,UECFOOD256/87/14547.jpg,800,600,green salad,133,60,386,235
7505.jpg,UECFOOD256/70/7505.jpg,320,240,cold tofu,60,10,290,240
145930.jpg,UECFOOD256/155/145930.jpg,415,602,oatmeal,19,40,389,494
8662.jpg,UECFOOD256/82/8662.jpg,240,180,omelet with fried rice,40,37,207,117
2912.jpg,UECFOOD256/103/2912.jpg,433,577,mango pudding,5,64,405,464
13014.jpg,UECFOOD256/12/13014.jpg,400,300,toast,3,0,392,300
244688.jpg,UECFOOD256/235/244688.jpg,500,499,nasi campur,25,12,493,488
12044.jpg,UECFOOD256/112/12044.jpg,577,433,kushikatu,3,28,567,427
202990.jpg,UECFOOD256/204/202990.jpg,500,500,Egg Noodle In Chicken Yellow Curry,29,33,464,483
169490.jpg,UECFOOD256/213/169490.jpg,577,433,Coconut milk-flavored crepes with shrimp and beef,7,14,566,400
1034.jpg,UECFOOD256/11/1034.jpg,250,188,bibimbap,6,0,250,177
4406.jpg,UECFOOD256/45/4406.jpg,500,359,fried fish,55,166,358,321
338240.jpg,UECFOOD256/242/338240.jpg,606,411,chow mein,7,15,600,400
44186.jpg,UECFOOD256/160/44186.jpg,390,407,cream puff,21,16,363,393
44502.jpg,UECFOOD256/145/44502.jpg,360,640,bagel,9,77,356,594
174808.jpg,UECFOOD256/179/174808.jpg,612,407,trunip pudding,55,44,546,374
12118.jpg,UECFOOD256/89/12118.jpg,400,300,Japanese tofu and vegetable chowder,26,9,389,291
252034.jpg,UECFOOD256/240/252034.jpg,500,500,bak kut teh,14,16,489,460
864.jpg,UECFOOD256/9/864.jpg,320,240,fried rice,48,2,262,198
271164.jpg,UECFOOD256/237/271164.jpg,439,568,nasi uduk,9,49,422,541
312695.jpg,UECFOOD256/205/312695.jpg,500,500,coconut milk soup,12,50,439,481
227541.jpg,UECFOOD256/214/227541.jpg,577,433,Small steamed savory rice pancake,25,46,540,418
211815.jpg,UECFOOD256/210/211815.jpg,577,432,Steamed rice roll,45,75,542,392
14676.jpg,UECFOOD256/6/14676.jpg,800,450,beef curry,106,26,593,423
158860.jpg,UECFOOD256/171/158860.jpg,433,577,moon cake,37,21,423,509
12381.jpg,UECFOOD256/92/12381.jpg,450,338,beef bowl,82,39,425,323
130896.jpg,UECFOOD256/183/130896.jpg,500,500,Sour prawn soup,26,41,456,462
174191.jpg,UECFOOD256/185/174191.jpg,500,500,"boned, sliced Hainan-style chicken with marinated rice",3,22,495,489
315974.jpg,UECFOOD256/192/315974.jpg,577,433,Pork Sticky Noodles,39,18,488,414
57641.jpg,UECFOOD256/172/57641.jpg,577,433,custard tart,27,68,555,405
4249.jpg,UECFOOD256/43/4249.jpg,225,156,stew,0,0,225,156
8328.jpg,UECFOOD256/78/8328.jpg,186,239,fish-shaped pancake with bean jam,0,106,180,198
203190.jpg,UECFOOD256/208/203190.jpg,612,408,Vermicelli noodles with snails,51,23,596,401
11743.jpg,UECFOOD256/86/11743.jpg,225,195,potato salad,0,0,225,195
313177.jpg,UECFOOD256/228/313177.jpg,500,500,ayam goreng,31,45,457,422
9449.jpg,UECFOOD256/115/9449.jpg,432,578,champon,1,24,429,568
11487.jpg,UECFOOD256/23/11487.jpg,480,289,ramen noodle,60,7,402,273
9138.jpg,UECFOOD256/23/9138.jpg,480,360,ramen noodle,69,45,378,327
158878.jpg,UECFOOD256/171/158878.jpg,500,500,moon cake,14,33,478,466
164384.jpg,UECFOOD256/182/164384.jpg,552,452,khao soi,36,24,531,429
14564.jpg,UECFOOD256/19/14564.jpg,320,240,sandwiches,55,64,290,234
81420.jpg,UECFOOD256/199/81420.jpg,300,396,Rice with roast duck,31,54,297,323
167288.jpg,UECFOOD256/207/167288.jpg,577,433,Hue beef rice vermicelli soup,25,41,551,404
200782.jpg,UECFOOD256/166/200782.jpg,340,274,"dish consisting of stir-fried potato, eggplant and green pepper",38,30,286,238
11659.jpg,UECFOOD256/116/11659.jpg,479,521,crape,22,136,473,488
24162.jpg,UECFOOD256/140/24162.jpg,500,500,pork fillet cutlet,3,6,496,489
14278.jpg,UECFOOD256/13/14278.jpg,800,480,croissant,195,164,390,392
9355.jpg,UECFOOD256/45/9355.jpg,480,360,fried fish,57,10,426,354
68272.jpg,UECFOOD256/105/68272.jpg,577,433,jjigae,10,16,530,416
6817.jpg,UECFOOD256/68/6817.jpg,375,500,egg sunny-side up,0,205,370,500
330061.jpg,UECFOOD256/249/330061.jpg,598,417,salt & pepper fried shrimp with shell,26,59,575,349
336652.jpg,UECFOOD256/251/336652.jpg,526,409,braised pork meat ball with napa cabbage,83,124,463,296
7730.jpg,UECFOOD256/72/7730.jpg,300,234,chilled noodle,28,0,300,157
12107.jpg,UECFOOD256/89/12107.jpg,400,300,Japanese tofu and vegetable chowder,1,10,397,296
82926.jpg,UECFOOD256/130/82926.jpg,600,359,chicken nugget,33,22,534,348
16603.jpg,UECFOOD256/87/16603.jpg,600,450,green salad,31,11,265,201
13189.jpg,UECFOOD256/100/13189.jpg,640,480,goya chanpuru,0,106,602,480
99776.jpg,UECFOOD256/137/99776.jpg,480,360,mozuku,36,48,457,325
67701.jpg,UECFOOD256/103/67701.jpg,612,408,mango pudding,66,13,594,384
44828.jpg,UECFOOD256/166/44828.jpg,485,514,"dish consisting of stir-fried potato, eggplant and green pepper",9,23,469,488
167365.jpg,UECFOOD256/208/167365.jpg,500,321,Vermicelli noodles with snails,132,50,457,316
6590.jpg,UECFOOD256/66/6590.jpg,278,214,cabbage roll,67,48,208,158
389.jpg,UECFOOD256/4/389.jpg,640,480,chicken-'n'-egg on rice,0,0,618,480
321560.jpg,UECFOOD256/212/321560.jpg,500,500,ball shaped bun with pork,26,129,478,481
647.jpg,UECFOOD256/7/647.jpg,207,137,sushi,52,20,163,112
79038.jpg,UECFOOD256/123/79038.jpg,433,577,mushroom risotto,4,36,424,555
263355.jpg,UECFOOD256/215/263355.jpg,577,433,Glutinous Rice Balls,27,5,575,427
330005.jpg,UECFOOD256/254/330005.jpg,609,409,chinese pumpkin pie,76,63,513,328
14485.jpg,UECFOOD256/128/14485.jpg,350,380,minestrone,13,31,342,324
140423.jpg,UECFOOD256/147/140423.jpg,433,577,tortilla,39,81,395,461
41783.jpg,UECFOOD256/152/41783.jpg,500,500,rice gratin,17,22,484,481
336142.jpg,UECFOOD256/251/336142.jpg,500,500,braised pork meat ball with napa cabbage,17,81,478,454
265069.jpg,UECFOOD256/111/265069.jpg,500,382,tanmen,46,41,454,339
190003.jpg,UECFOOD256/134/190003.jpg,480,480,broiled eel bowl,12,40,469,454
224141.jpg,UECFOOD256/221/224141.jpg,433,577,oxtail soup,20,100,392,555
96958.jpg,UECFOOD256/128/96958.jpg,500,429,minestrone,7,66,495,350
337719.jpg,UECFOOD256/255/337719.jpg,484,515,eight treasure rice,27,139,480,480
45848.jpg,UECFOOD256/166/45848.jpg,433,577,"dish consisting of stir-fried potato, eggplant and green pepper",2,194,430,555
311359.jpg,UECFOOD256/195/311359.jpg,500,500,charcoal-boiled pork neck,10,16,484,483
109446.jpg,UECFOOD256/161/109446.jpg,500,500,doughnut,18,20,484,477
175183.jpg,UECFOOD256/177/175183.jpg,500,375,oyster omelette,15,6,493,368
75103.jpg,UECFOOD256/115/75103.jpg,577,433,champon,9,30,562,425
222836.jpg,UECFOOD256/221/222836.jpg,577,433,oxtail soup,72,34,558,416
5616.jpg,UECFOOD256/56/5616.jpg,200,150,sirloin cutlet,31,52,177,127
253097.jpg,UECFOOD256/238/253097.jpg,587,425,babi guling,33,14,557,387
241807.jpg,UECFOOD256/237/241807.jpg,577,433,nasi uduk,12,32,560,418
53959.jpg,UECFOOD256/156/53959.jpg,500,500,fried pork dumplings served in soup,3,27,482,481
14582.jpg,UECFOOD256/54/14582.jpg,600,800,tempura,36,75,547,680
3774.jpg,UECFOOD256/38/3774.jpg,800,609,sausage,255,86,776,477
14853.jpg,UECFOOD256/89/14853.jpg,640,480,Japanese tofu and vegetable chowder,90,172,420,474
186924.jpg,UECFOOD256/125/186924.jpg,500,500,zoni,31,10,489,462
12126.jpg,UECFOOD256/89/12126.jpg,456,330,Japanese tofu and vegetable chowder,7,7,427,315
652.jpg,UECFOOD256/7/652.jpg,400,263,sushi,35,32,385,237
115864.jpg,UECFOOD256/201/115864.jpg,611,408,Wonton soup,21,17,568,377
9291.jpg,UECFOOD256/36/9291.jpg,480,360,miso soup,63,39,421,354
176163.jpg,UECFOOD256/178/176163.jpg,500,375,glutinous oil rice,25,45,468,362
241639.jpg,UECFOOD256/237/241639.jpg,500,375,nasi uduk,14,7,479,359
68454.jpg,UECFOOD256/103/68454.jpg,407,612,mango pudding,11,20,403,581
8323.jpg,UECFOOD256/78/8323.jpg,320,240,fish-shaped pancake with bean jam,28,28,314,204
11761.jpg,UECFOOD256/86/11761.jpg,500,375,potato salad,30,56,325,350
7975.jpg,UECFOOD256/75/7975.jpg,250,200,boiled chicken and vegetables,23,13,250,155
676.jpg,UECFOOD256/7/676.jpg,278,215,sushi,2,1,255,215
309132.jpg,UECFOOD256/196/309132.jpg,500,500,fried mussel pancakes,9,16,484,468
278021.jpg,UECFOOD256/222/278021.jpg,500,500,adobo,17,31,464,485
16269.jpg,UECFOOD256/42/16269.jpg,600,450,jiaozi,312,46,552,242
66073.jpg,UECFOOD256/205/66073.jpg,350,292,coconut milk soup,19,10,343,273
97110.jpg,UECFOOD256/128/97110.jpg,600,400,minestrone,48,28,594,380
11431.jpg,UECFOOD256/55/11431.jpg,480,360,fried chicken,132,19,372,342
155230.jpg,UECFOOD256/167/155230.jpg,357,500,roast duck,43,150,321,439
2147.jpg,UECFOOD256/22/2147.jpg,400,300,soba noodle,111,29,400,300
2798.jpg,UECFOOD256/29/2798.jpg,300,225,takoyaki,36,12,258,165
316889.jpg,UECFOOD256/226/316889.jpg,500,500,jambalaya,21,70,468,472
175007.jpg,UECFOOD256/178/175007.jpg,500,375,glutinous oil rice,68,18,440,362
2070.jpg,UECFOOD256/21/2070.jpg,450,298,tempura udon,181,0,409,252
8221.jpg,UECFOOD256/77/8221.jpg,320,240,sushi bowl,28,54,294,212
5499.jpg,UECFOOD256/55/5499.jpg,320,230,fried chicken,0,4,320,230
3967.jpg,UECFOOD256/40/3967.jpg,360,480,omelet,0,166,360,444
215799.jpg,UECFOOD256/189/215799.jpg,612,408,pork satay,47,8,568,374
99551.jpg,UECFOOD256/136/99551.jpg,577,433,yudofu,7,34,564,423
5909.jpg,UECFOOD256/59/5909.jpg,280,210,seasoned beef with potatoes,0,0,280,210
198048.jpg,UECFOOD256/140/198048.jpg,500,500,pork fillet cutlet,1,52,496,470
63531.jpg,UECFOOD256/160/63531.jpg,433,577,cream puff,23,48,420,432
189051.jpg,UECFOOD256/133/189051.jpg,500,500,rice gruel,6,33,481,477
13172.jpg,UECFOOD256/100/13172.jpg,440,330,goya chanpuru,0,0,437,327
306183.jpg,UECFOOD256/181/306183.jpg,433,577,lemon fig jelly,9,38,416,552
8372.jpg,UECFOOD256/79/8372.jpg,610,458,shrimp with chill source,0,0,609,458
2405.jpg,UECFOOD256/25/2405.jpg,450,338,tensin noodle,36,17,423,312
8342.jpg,UECFOOD256/79/8342.jpg,480,360,shrimp with chill source,37,39,441,360
6114.jpg,UECFOOD256/61/6114.jpg,380,285,steak,9,50,308,216
106713.jpg,UECFOOD256/160/106713.jpg,332,500,cream puff,29,122,307,418
14950.jpg,UECFOOD256/97/14950.jpg,640,480,hot dog,90,166,522,376
328206.jpg,UECFOOD256/247/328206.jpg,526,350,three cup chicken,39,53,489,344
150508.jpg,UECFOOD256/159/150508.jpg,554,450,popcorn,17,16,533,423
213870.jpg,UECFOOD256/206/213870.jpg,500,375,pho,9,45,490,362
3403.jpg,UECFOOD256/35/3403.jpg,500,332,vegetable tempura,98,70,443,305
4820.jpg,UECFOOD256/49/4820.jpg,280,210,grilled pacific saury,0,82,280,154
11258.jpg,UECFOOD256/2/11258.jpg,480,360,eels on rice,67,49,399,349
53487.jpg,UECFOOD256/187/53487.jpg,577,433,stir-fried mixed vegetables,45,55,539,382
330823.jpg,UECFOOD256/253/330823.jpg,500,381,steamed spareribs,28,39,473,354
50766.jpg,UECFOOD256/176/50766.jpg,577,433,fish ball soup,27,19,510,404
207050.jpg,UECFOOD256/207/207050.jpg,612,407,Hue beef rice vermicelli soup,40,61,545,337
113199.jpg,UECFOOD256/158/113199.jpg,500,500,muffin,15,35,487,489
3705.jpg,UECFOOD256/38/3705.jpg,320,240,sausage,2,72,168,240
3254.jpg,UECFOOD256/33/3254.jpg,800,600,grilled eggplant,170,23,800,600
105653.jpg,UECFOOD256/154/105653.jpg,577,433,Caesar salad,1,10,573,429
12685.jpg,UECFOOD256/114/12685.jpg,500,500,pancake,9,10,457,489
3605.jpg,UECFOOD256/37/3605.jpg,320,240,potage,0,6,260,240
177266.jpg,UECFOOD256/191/177266.jpg,612,408,noodles with fish curry,135,68,608,396
14816.jpg,UECFOOD256/90/14816.jpg,800,600,pork miso soup,301,18,700,600
11616.jpg,UECFOOD256/36/11616.jpg,480,360,miso soup,87,34,199,120
2921.jpg,UECFOOD256/30/2921.jpg,300,224,gratin,0,0,300,224
338213.jpg,UECFOOD256/256/338213.jpg,640,383,hot & sour soup,28,17,512,341
182655.jpg,UECFOOD256/106/182655.jpg,500,500,dak galbi,15,45,492,475
185222.jpg,UECFOOD256/124/185222.jpg,566,441,samul,26,23,537,429
136358.jpg,UECFOOD256/145/136358.jpg,500,375,bagel,14,18,490,368
2475.jpg,UECFOOD256/25/2475.jpg,134,99,tensin noodle,15,16,118,91
2233.jpg,UECFOOD256/23/2233.jpg,800,600,ramen noodle,46,0,752,600
337108.jpg,UECFOOD256/255/337108.jpg,600,400,eight treasure rice,9,1,598,383
5534.jpg,UECFOOD256/55/5534.jpg,327,245,fried chicken,30,25,145,152
4344.jpg,UECFOOD256/104/4344.jpg,374,666,almond jelly,21,166,355,374
6916.jpg,UECFOOD256/68/6916.jpg,500,363,egg sunny-side up,178,59,387,237
323150.jpg,UECFOOD256/243/323150.jpg,438,570,zha jiang mian,6,114,402,513
330266.jpg,UECFOOD256/254/330266.jpg,433,577,chinese pumpkin pie,20,9,420,557
16061.jpg,UECFOOD256/36/16061.jpg,600,450,miso soup,381,5,530,138
12818.jpg,UECFOOD256/96/12818.jpg,500,375,dipping noodles,3,66,496,325
12586.jpg,UECFOOD256/99/12586.jpg,480,370,mixed rice,66,75,378,296
6443.jpg,UECFOOD256/64/6443.jpg,400,300,spicy chili-flavored tofu,0,0,400,300
253506.jpg,UECFOOD256/240/253506.jpg,577,433,bak kut teh,27,39,501,405
2364.jpg,UECFOOD256/24/2364.jpg,640,480,beef noodle,68,40,574,456
335581.jpg,UECFOOD256/251/335581.jpg,580,387,braised pork meat ball with napa cabbage,7,11,554,338
12257.jpg,UECFOOD256/90/12257.jpg,300,225,pork miso soup,0,0,300,225
184432.jpg,UECFOOD256/113/184432.jpg,375,500,yellow curry,2,12,370,475
66256.jpg,UECFOOD256/109/66256.jpg,564,423,rice vermicelli,56,44,535,385
10600.jpg,UECFOOD256/121/10600.jpg,360,480,chop suey,16,44,340,412
226355.jpg,UECFOOD256/220/226355.jpg,613,407,spam musubi,93,59,362,312
308310.jpg,UECFOOD256/183/308310.jpg,500,500,Sour prawn soup,21,58,487,387
6820.jpg,UECFOOD256/68/6820.jpg,233,359,egg sunny-side up,37,0,178,86
170312.jpg,UECFOOD256/173/170312.jpg,577,433,beef noodle soup,37,18,560,404
8935.jpg,UECFOOD256/84/8935.jpg,320,240,spaghetti meat sauce,0,0,320,240
3197.jpg,UECFOOD256/33/3197.jpg,800,667,grilled eggplant,76,0,800,538
5224.jpg,UECFOOD256/52/5224.jpg,500,375,lightly roasted fish,38,0,360,375
178811.jpg,UECFOOD256/180/178811.jpg,500,384,stinky tofu,26,24,459,342
183063.jpg,UECFOOD256/109/183063.jpg,577,433,rice vermicelli,28,54,549,425
80218.jpg,UECFOOD256/123/80218.jpg,577,433,mushroom risotto,7,12,557,416
10893.jpg,UECFOOD256/79/10893.jpg,360,480,shrimp with chill source,0,12,358,459
10770.jpg,UECFOOD256/3/10770.jpg,267,480,pilaf,0,50,267,422
11071.jpg,UECFOOD256/82/11071.jpg,480,360,omelet with fried rice,0,43,472,330
113794.jpg,UECFOOD256/167/113794.jpg,611,408,roast duck,85,144,567,358
248887.jpg,UECFOOD256/203/248887.jpg,500,375,Crispy Noodles,15,14,481,334
63265.jpg,UECFOOD256/180/63265.jpg,577,433,stinky tofu,10,12,571,427
169872.jpg,UECFOOD256/213/169872.jpg,500,375,Coconut milk-flavored crepes with shrimp and beef,10,6,487,365
9113.jpg,UECFOOD256/70/9113.jpg,480,360,cold tofu,108,36,375,252
162309.jpg,UECFOOD256/206/162309.jpg,569,439,pho,32,23,526,406
309843.jpg,UECFOOD256/190/309843.jpg,500,500,spicy chicken salad,9,4,470,491
11171.jpg,UECFOOD256/6/11171.jpg,360,480,beef curry,0,34,351,421
7626.jpg,UECFOOD256/71/7626.jpg,227,206,egg roll,0,11,227,206
142734.jpg,UECFOOD256/149/142734.jpg,577,433,nachos,27,30,548,398
1226.jpg,UECFOOD256/13/1226.jpg,640,480,croissant,0,13,640,480
307629.jpg,UECFOOD256/182/307629.jpg,500,500,khao soi,35,72,478,481
5438.jpg,UECFOOD256/54/5438.jpg,480,360,tempura,30,0,441,360
4166.jpg,UECFOOD256/42/4166.jpg,480,320,jiaozi,34,53,420,303
13390.jpg,UECFOOD256/69/13390.jpg,640,480,natto,0,6,186,190
242936.jpg,UECFOOD256/237/242936.jpg,500,500,nasi uduk,20,16,468,475
306142.jpg,UECFOOD256/172/306142.jpg,500,500,custard tart,21,25,478,479
11630.jpg,UECFOOD256/42/11630.jpg,480,270,jiaozi,153,64,334,207
16376.jpg,UECFOOD256/18/16376.jpg,640,480,pizza,98,22,566,478
141424.jpg,UECFOOD256/202/141424.jpg,500,500,Chicken Rice Curry With Coconut,3,10,478,470
202626.jpg,UECFOOD256/204/202626.jpg,432,578,Egg Noodle In Chicken Yellow Curry,8,137,419,565
96555.jpg,UECFOOD256/126/96555.jpg,612,408,french toast,89,13,590,351
25094.jpg,UECFOOD256/135/25094.jpg,613,407,clear soup,38,50,542,384
212458.jpg,UECFOOD256/216/212458.jpg,612,408,loco moco,109,59,497,312
2173.jpg,UECFOOD256/22/2173.jpg,180,135,soba noodle,18,13,180,135
15426.jpg,UECFOOD256/84/15426.jpg,600,449,spaghetti meat sauce,115,124,520,329
6574.jpg,UECFOOD256/65/6574.jpg,200,150,yakitori,0,29,200,150
162617.jpg,UECFOOD256/206/162617.jpg,446,559,pho,12,72,433,542
601.jpg,UECFOOD256/7/601.jpg,326,217,sushi,39,34,283,201
76884.jpg,UECFOOD256/132/76884.jpg,500,333,french bread,1,1,490,330
32074.jpg,UECFOOD256/138/32074.jpg,433,577,inarizushi,6,52,420,456
9088.jpg,UECFOOD256/22/9088.jpg,360,480,soba noodle,0,18,340,450
13003.jpg,UECFOOD256/12/13003.jpg,400,300,toast,13,10,389,281
4120.jpg,UECFOOD256/42/4120.jpg,240,180,jiaozi,45,31,189,117
246260.jpg,UECFOOD256/200/246260.jpg,268,400,Rice crispy pork,21,66,251,363
8947.jpg,UECFOOD256/85/8947.jpg,200,160,fried shrimp,9,0,186,160
12415.jpg,UECFOOD256/92/12415.jpg,320,240,beef bowl,0,0,320,240
16699.jpg,UECFOOD256/94/16699.jpg,640,480,rice ball,438,70,580,181
187773.jpg,UECFOOD256/131/187773.jpg,500,500,namero,20,31,493,487
11789.jpg,UECFOOD256/86/11789.jpg,640,480,potato salad,40,9,624,480
2545.jpg,UECFOOD256/26/2545.jpg,320,240,fried noodle,24,20,292,222
1714.jpg,UECFOOD256/18/1714.jpg,520,387,pizza,16,87,502,374
7374.jpg,UECFOOD256/69/7374.jpg,500,375,natto,0,0,500,375
896.jpg,UECFOOD256/9/896.jpg,448,336,fried rice,51,61,448,336
121818.jpg,UECFOOD256/189/121818.jpg,490,326,pork satay,12,13,479,320
140806.jpg,UECFOOD256/147/140806.jpg,500,500,tortilla,39,54,473,412
307521.jpg,UECFOOD256/183/307521.jpg,500,500,Sour prawn soup,26,22,479,468
180590.jpg,UECFOOD256/198/180590.jpg,500,500,Barbecued red pork in sauce with rice,21,20,473,464
109035.jpg,UECFOOD256/154/109035.jpg,433,577,Caesar salad,2,4,430,569
16782.jpg,UECFOOD256/91/16782.jpg,640,440,chinese soup,1,1,210,206
13701.jpg,UECFOOD256/87/13701.jpg,640,359,green salad,212,28,374,159
6454.jpg,UECFOOD256/64/6454.jpg,380,285,spicy chili-flavored tofu,0,13,376,285
119431.jpg,UECFOOD256/197/119431.jpg,400,300,Deep Fried Chicken Wing,38,18,358,278
2000.jpg,UECFOOD256/21/2000.jpg,800,600,tempura udon,154,63,659,478
6141.jpg,UECFOOD256/61/6141.jpg,160,120,steak,9,41,160,96
176105.jpg,UECFOOD256/175/176105.jpg,500,333,minced pork rice,112,79,392,266
13016.jpg,UECFOOD256/12/13016.jpg,400,300,toast,91,67,381,300
12153.jpg,UECFOOD256/89/12153.jpg,430,388,Japanese tofu and vegetable chowder,16,12,419,388
14584.jpg,UECFOOD256/69/14584.jpg,800,600,natto,533,0,793,233
266890.jpg,UECFOOD256/209/266890.jpg,515,342,Fried spring rolls,37,12,484,333
47832.jpg,UECFOOD256/164/47832.jpg,433,577,fried pork in scoop,4,67,415,550
3121.jpg,UECFOOD256/32/3121.jpg,180,130,croquette,5,0,178,126
12694.jpg,UECFOOD256/95/12694.jpg,368,286,pizza toast,12,23,350,276
3928.jpg,UECFOOD256/40/3928.jpg,500,375,omelet,20,58,481,228
1430.jpg,UECFOOD256/15/1430.jpg,450,337,raisin bread,50,79,450,337
211479.jpg,UECFOOD256/218/211479.jpg,577,433,malasada,9,16,549,418
1.jpg,UECFOOD256/42/1.jpg,800,600,jiaozi,363,91,800,560
2035.jpg,UECFOOD256/21/2035.jpg,500,375,tempura udon,0,0,500,375
313.jpg,UECFOOD256/4/313.jpg,220,188,chicken-'n'-egg on rice,0,1,220,188
51045.jpg,UECFOOD256/178/51045.jpg,632,395,glutinous oil rice,25,13,602,386
48786.jpg,UECFOOD256/145/48786.jpg,577,432,bagel,27,12,558,424
116659.jpg,UECFOOD256/167/116659.jpg,500,500,roast duck,15,22,471,466
8233.jpg,UECFOOD256/77/8233.jpg,320,240,sushi bowl,0,52,320,240
7595.jpg,UECFOOD256/71/7595.jpg,240,160,egg roll,0,0,240,160
916.jpg,UECFOOD256/10/916.jpg,400,300,tempura bowl,0,0,389,300
14858.jpg,UECFOOD256/87/14858.jpg,450,800,green salad,248,142,450,346
9241.jpg,UECFOOD256/113/9241.jpg,500,500,yellow curry,4,6,481,485
163222.jpg,UECFOOD256/206/163222.jpg,577,433,pho,21,25,567,418
12273.jpg,UECFOOD256/91/12273.jpg,450,384,chinese soup,24,23,423,353
53459.jpg,UECFOOD256/167/53459.jpg,500,500,roast duck,62,45,495,427
15783.jpg,UECFOOD256/17/15783.jpg,600,450,hamburger,128,35,538,410
13532.jpg,UECFOOD256/97/13532.jpg,384,288,hot dog,24,60,339,250
66938.jpg,UECFOOD256/190/66938.jpg,521,404,spicy chicken salad,45,55,480,375
337239.jpg,UECFOOD256/255/337239.jpg,574,378,eight treasure rice,30,17,559,373
2382.jpg,UECFOOD256/24/2382.jpg,440,330,beef noodle,28,25,403,323
1944.jpg,UECFOOD256/20/1944.jpg,800,684,udon noodle,107,68,728,620
271178.jpg,UECFOOD256/237/271178.jpg,448,336,nasi uduk,14,11,438,296
51302.jpg,UECFOOD256/163/51302.jpg,432,578,parfait,37,36,368,450
169595.jpg,UECFOOD256/213/169595.jpg,577,433,Coconut milk-flavored crepes with shrimp and beef,63,64,533,418
286778.jpg,UECFOOD256/222/286778.jpg,500,500,adobo,17,20,470,489
2654.jpg,UECFOOD256/27/2654.jpg,800,533,spaghetti,32,12,751,511
14389.jpg,UECFOOD256/23/14389.jpg,800,450,ramen noodle,60,1,615,411
248555.jpg,UECFOOD256/235/248555.jpg,500,374,nasi campur,21,24,468,311
145617.jpg,UECFOOD256/154/145617.jpg,500,500,Caesar salad,7,12,484,485
4546.jpg,UECFOOD256/46/4546.jpg,500,375,grilled salmon,77,177,380,316
241911.jpg,UECFOOD256/237/241911.jpg,602,415,nasi uduk,58,60,549,378
7891.jpg,UECFOOD256/74/7891.jpg,400,290,simmered pork,0,0,400,290
11990.jpg,UECFOOD256/90/11990.jpg,500,375,pork miso soup,266,126,500,335
16991.jpg,UECFOOD256/137/16991.jpg,500,500,mozuku,20,37,471,439
43931.jpg,UECFOOD256/164/43931.jpg,610,409,fried pork in scoop,110,46,558,347
155423.jpg,UECFOOD256/167/155423.jpg,500,500,roast duck,18,131,437,491
14606.jpg,UECFOOD256/112/14606.jpg,500,500,kushikatu,4,4,496,493
4437.jpg,UECFOOD256/45/4437.jpg,350,231,fried fish,63,74,346,164
133438.jpg,UECFOOD256/205/133438.jpg,500,500,coconut milk soup,32,37,485,466
256032.jpg,UECFOOD256/238/256032.jpg,611,408,babi guling,85,42,561,385
9791.jpg,UECFOOD256/113/9791.jpg,400,267,yellow curry,8,14,380,258
307026.jpg,UECFOOD256/185/307026.jpg,500,500,"boned, sliced Hainan-style chicken with marinated rice",23,27,481,470
245407.jpg,UECFOOD256/235/245407.jpg,577,433,nasi campur,45,19,492,416
176940.jpg,UECFOOD256/175/176940.jpg,577,433,minced pork rice,102,55,448,395
196408.jpg,UECFOOD256/139/196408.jpg,500,500,pork loin cutlet,23,210,495,454
2862.jpg,UECFOOD256/29/2862.jpg,500,339,takoyaki,20,22,458,270
219909.jpg,UECFOOD256/217/219909.jpg,577,433,haupia,21,57,553,413
14724.jpg,UECFOOD256/37/14724.jpg,320,240,potage,184,11,290,105
123.jpg,UECFOOD256/2/123.jpg,180,132,eels on rice,9,20,118,102
3334.jpg,UECFOOD256/34/3334.jpg,500,375,sauteed spinach,55,6,437,276
308511.jpg,UECFOOD256/185/308511.jpg,500,500,"boned, sliced Hainan-style chicken with marinated rice",12,54,403,493
324140.jpg,UECFOOD256/245/324140.jpg,450,300,crullers,11,23,434,292
163585.jpg,UECFOOD256/212/163585.jpg,612,408,ball shaped bun with pork,0,11,592,389
2247.jpg,UECFOOD256/23/2247.jpg,408,306,ramen noodle,36,27,374,272
326744.jpg,UECFOOD256/242/326744.jpg,577,433,chow mein,21,5,562,427
8977.jpg,UECFOOD256/85/8977.jpg,200,150,fried shrimp,4,36,196,123
7823.jpg,UECFOOD256/73/7823.jpg,250,318,stir-fried beef and peppers,0,93,250,270
237292.jpg,UECFOOD256/229/237292.jpg,500,500,ayam bakar,9,4,470,452
329357.jpg,UECFOOD256/254/329357.jpg,613,407,chinese pumpkin pie,61,98,563,351
117272.jpg,UECFOOD256/173/117272.jpg,500,333,beef noodle soup,32,62,489,320
6762.jpg,UECFOOD256/67/6762.jpg,188,155,omelet,0,0,188,155
8517.jpg,UECFOOD256/80/8517.jpg,200,150,roast chicken,0,30,200,150
3745.jpg,UECFOOD256/38/3745.jpg,300,300,sausage,12,78,273,300
247164.jpg,UECFOOD256/235/247164.jpg,577,433,nasi campur,10,14,567,418
341147.jpg,UECFOOD256/250/341147.jpg,577,433,baked salmon,10,66,549,405
2832.jpg,UECFOOD256/29/2832.jpg,380,285,takoyaki,35,127,279,273
